,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
160361,201603220067,2016,3,22,,0,,214,Ukraine,9,Eastern Europe,Kirovohrad,Kirovohrad,48.507774,32.262291999999995,1.0,0,The incident occurred in Bohdan Khmelnitskiy Square.,"03/22/2016: An explosive device detonated at Bohdan Khmelnitskiy Square in Kirovohrad city, Kirovohrad oblast, Ukraine. At least two people were wounded in the blast. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An explosive device containing metal balls and hidden in a trashcan was used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Two passers-by said injured by IED blast in central Ukraine,"" Interfax-Ukraine, March 22, 2016.","""Two Hospitalized After Explosion In Central Ukraine,"" Government Publications & Documents, March 22, 2016.",,START Primary Collection,-9,-9,0,-9,
160622,201603300054,2016,3,30,,0,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.420631,30.549272,1.0,0,The incident occurred in the Perchersky neighborhood.,"03/30/2016: Assailants threw an explosive device at the car of Volodymyr Parasyuk in Perchersky neighborhood, Kiev, Ukraine. Parasyuk, a member of parliament, was not harmed in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Verkhovna Rada,Vehicle of Member: Volodymyr Parasyuk,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,An RGD grenade was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Liashko: SBU Questioned Him In MP Parasiuk Assassination Attempt Case,"" Ukrainian News Agency, May 26, 2016.","""00:23Grenade thrown at MP Parasyuk's car late on Wed,"" UNIAN, March 31, 2016.",,START Primary Collection,-9,-9,0,-9,
160641,201603310019,2016,3,31,,0,,214,Ukraine,9,Eastern Europe,Chernihiv,Chernihiv,51.4982,31.28935,1.0,0,,"03/31/2016: An assailant threw an explosive device at a Loto-Market building in Chernihiv city, Ukraine. There were no reported casualties in the blast. No group claimed responsibility for the explosion.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Ukrainian National Lottery,Loto-Market Building,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Twelve computers were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukrainian law enforcers find weapons cache in Donetsk Region,"" Interfax-Ukraine, March 31, 2016.",,,START Primary Collection,-9,-9,0,-9,
160683,201604010038,2016,4,1,,0,,214,Ukraine,9,Eastern Europe,Sumy,Konotop,51.240943,33.205052,1.0,0,,"04/01/2016: Assailants threw two incendiary devices at the Konotop Television Studio in Konotop, Sumy, Ukraine. There were no reported casualties. No group claimed responsibility for the incident.",0,1,1,1.0,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,10,Journalists & Media,55.0,Television Journalist/Staff/Facility,Konotop Television,Television Studio,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The TV studio was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. The owner of the targeted broadcasting company suspected that the attack may have been the result of revenge by his competition.,"""Arson attack on TV studio reported in northern Ukrainian town,"" Facebook, April 1, 2016.",,,START Primary Collection,-9,-9,0,-9,
160918,201604070035,2016,4,7,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Snizhne,48.030324,38.764990000000004,1.0,1,,"04/07/2016: Assailants attacked an Organization for Security and Cooperation in Europe (OSCE) vehicle near Snizhne, Donetsk, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the incident to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Vehicle,422.0,International,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""EU slams Ukraine violence after monitors attacked,"" The Gulf Today, April 11, 2016.","""EU Criticizes Ukraine Violence After OSCE Monitors Attacked,"" Radio Free Europe, April 10, 2016.","""Kyiv demands OSCE monitors security in Donbas be ensured,"" Interfax, April 9, 2016.",START Primary Collection,0,1,1,1,
160919,201604070036,2016,4,7,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Unknown,48.574040999999994,39.307815000000005,4.0,0,,"04/07/2016: Armed assailants forced an Organization for Security and Cooperation in Europe (OSCE) observation team to leave a check point in Luhansk oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the incident to the Luhansk People's Republic.",1,1,1,0.0,,,0.0,0,0,2,Armed Assault,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Patrol,422.0,International,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""EU slams Ukraine violence after monitors attacked,"" The Gulf Today, April 11, 2016.","""EU Criticizes Ukraine Violence After OSCE Monitors Attacked,"" Radio Free Europe, April 10, 2016.","""Rebels destroy OSCE vehicle in east Ukraine,"" UNIAN, April 8, 2016.",START Primary Collection,0,1,1,1,
160946,201604080021,2016,4,8,,0,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.4501,30.5234,1.0,0,,"04/08/2016: Assailants threw Molotov cocktails at the office of a judge hearing a case of two Russian soldiers in Kiev, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),14.0,Judge/Attorney/Court,Government of Ukraine,Office of Judge: Mykola Didyk,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the targeted judge was hearing a case of two Russian citizens accused of working with Russian separatists.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A judge's office was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Petrol bomb thrown at office of Ukrainian judge hearing Russian servicemen case,"" Interfax-Ukraine, April 8, 2016.","""Arson at Kyiv court building may be linked with work of judge presiding over Russian citizens' trial - police,"" Interfax, April 8, 2016.","""Arson Attack Destroys Ukrainian Judge's Office In Kyiv,"" Government Publications & Documents, April 8, 2016.",START Primary Collection,-9,-9,0,-9,
160951,201604080027,2016,4,8,,1,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,,"04/08/2016: Assailants abducted a United Nations (UN) employee in Donetsk, Ukraine. The whereabouts of the hostage are unknown. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations (UN),Employee,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,,"""UN calls for immediate release of its staff member held captive in Donetsk,"" Ukraine General Newswire, April 13, 2016.","""UN Calls For Liberation of its Employee Held Hostage in Donetsk,"" Ukrainian News Agency, April 13, 2016.","""UN Staff Member Kidnapped in Eastern Ukraine,"" Government Publications & Documents, April 13, 2016.",START Primary Collection,-9,-9,1,1,
161167,201604140032,2016,4,14,,0,,214,Ukraine,9,Eastern Europe,Kherson,Novooleksiyivka,46.227616999999995,34.641869,1.0,0,,"04/14/2016: An explosives-laden vehicle detonated in Novooleksiyivka, Kherson, Ukraine. One person was killed and four individuals were wounded. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives-laden VAZ 2101 vehicle containing the equivalent of six and a half to seven kilograms of TNT was used in the attack.,1.0,0.0,0.0,4.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Car bomb neutralized in Ukraines Kherson Region: TASS,"" Focus Bulgaria, April 23, 2016.","""Police in southern Ukraine say fatal car blast caused by explosive device,"" UNIAN, April 15, 2016.","""Terrorism suspected as car blast kills one in southern Ukrainian village,"" UNIAN, April 14, 2016.",START Primary Collection,-9,-9,0,-9,
161256,201604160036,2016,4,16,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Pisky,48.064426,37.673248,1.0,1,,"04/16/2016: Assailants fired a grenade launcher at a vehicle driven by Ukrainian soldiers near Pisky, Donetsk, Ukraine. Two soldiers were injured in the attack. No group claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Ukrainian Army,Vehicle,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A grenade launcher was used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,-9,,,,It is unknown if the van was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Two volunteers supporting Ukrainian army wounded by militant fire in east,"" UNIAN, April 17, 2016.",,,START Primary Collection,-9,-9,0,-9,
161448,201604210036,2016,4,21,,0,,214,Ukraine,9,Eastern Europe,Kherson,Novooleksiyivka,46.227616999999995,34.641869,1.0,0,,"04/21/2016: An explosive device detonated in an apartment in Novooleksiyivka, Kherson, Ukraine. There were no reported casualties in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Apartment,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,An antitank grenade was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Car bomb neutralized in Ukraines Kherson Region: TASS,"" Focus Bulgaria, April 23, 2016.",,,START Primary Collection,-9,-9,0,-9,
161505,201604230035,2016,4,23,2016-04-23 00:00:00,0,,214,Ukraine,9,Eastern Europe,Kherson,Henichesk,46.175968,34.800796000000005,1.0,0,,"04/23/2016: Security forces discovered and defused an explosives-laden vehicle in Henichesk, Kherson, Ukraine. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosives-laden Daewoo Lanos was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Car bomb neutralized in Ukraines Kherson Region: TASS,"" Focus Bulgaria, April 23, 2016.",,,START Primary Collection,-9,-9,0,-9,
161592,201604250066,2016,4,25,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.482203000000005,30.723778999999997,1.0,0,,"04/25/2016: Assailants fired a rocket launcher at a Pivdennyi Bank building in Odessa, Ukraine. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,Pivdennyi Bank,Bank,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A Mukha antitank rocket launcher was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Glass elements of the elevator shaft were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""01:44Explosion rocks Odesa Pivdennyi Bank's building late on Monday,"" UNIAN, April 25, 2016.",,,START Primary Collection,-9,-9,0,-9,
162051,201605060041,2016,5,6,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Volnovasky district,47.595434999999995,37.482665999999995,3.0,0,,"05/06/2016: An explosive device detonated targeting military personnel in Volnovask, Donetsk, Ukraine. Three soldiers were wounded in the blast. No group claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Anti-Terrorist Operation Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Militants Fire Upon ATO Forces Positions 12 Times On May 7,"" Ukrainian News Agency, May 8, 2016.",,,START Primary Collection,-9,-9,0,-9,
162281,201605100071,2016,5,10,,0,,214,Ukraine,9,Eastern Europe,Zaporizhzhya,Enerhodar,47.504414000000004,34.609531,1.0,0,,"05/10/2016: An explosive device detonated at a military base in Enerhodar, Zaporizhzhya, Ukraine. At least one soldier was wounded in the attack. No group claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Armed Forces of Ukraine,Base,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukrainian officer wounded by blast at military base in Zaporizhzhya Region,"" UNIAN, May 11, 2016.",,,START Primary Collection,-9,-9,0,-9,
162311,201605110046,2016,5,11,,0,,214,Ukraine,9,Eastern Europe,Kharkiv,Kharkiv,49.9935,36.230383,1.0,0,,"05/11/2016: An explosive device detonated targeting an Azov Battalion base in Kharkiv, Ukraine. No casualties were reported in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Azov Battalion,Base,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive device containing the equivalent of 200 to 600 grams of TNT was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,An unspecified number of vehicles and other unspecified property were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""10:50Blast reported at Kharkiv base of East Corps police force,"" UNIAN, May 11, 2016.","""Blast takes place at Ukrainian police base in Kharkiv,"" 112 Ukrayina TV Online, May 11, 2016.",,START Primary Collection,-9,-9,0,-9,
162809,201605240061,2016,5,24,,1,,214,Ukraine,9,Eastern Europe,Crimea,Bakhchysarai,44.746091,33.861564,1.0,0,,"05/24/2016: Assailants abducted Ervin Ibragimov in Bakhchysarai, Crimea, Ukraine. The whereabouts of Ibragimov, a Mejlis of the Crimean Tartar People member, are unknown. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Mejlis of the Crimean Tartar People,Member: Ervin Ibragimov,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,,"""Activists fill Moscow center with posters of abducted Crimean Tatar (Video),"" UNIAN, October 11, 2016.","""Four months have passed since abduction of Ervin Ibragimov,"" QHA: Crimean News Agency, September 26, 2016.",,START Primary Collection,-9,-9,0,-9,
163168,201606010045,2016,6,1,,0,,214,Ukraine,9,Eastern Europe,Sumy,Sumy,50.9077,34.7981,1.0,0,,"06/01/2016: Assailants threw a Molotov cocktail at an All-Ukrainian Union ""Batkivshchyna"" office in Sumy, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,"All-Ukrainian Union ""Batkivshchyna""",Office,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A political party office was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Petrol bomb thrown at party office in northern Ukraine,"" UNIAN, June 1, 2016.",,,START Primary Collection,-9,-9,0,-9,
164897,201607180072,2016,7,18,,1,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.4501,30.5234,1.0,0,,"07/18/2016: Assailants abducted Valeriy Liudmyrsky in Kiev, Ukraine. Liudmyrsky, the Ukrainian Railways power supply department head, was rescued on March 26, 2017. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Ukrainian Railways,Power Supply Department Head: Valeriy Liudmyrsky,214.0,Ukraine,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, sources noted that a ransom was demanded in exchange for Valeriy Liudmyrsky.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A dog was killed in this attack.,1.0,1.0,0.0,,251.0,,,1.0,11163900.0,0.0,0.0,0.0,"The assailants demanded $11,163,900 (10 million EUR) for the release of the hostage.",5.0,Successful Rescue,2.0,,"""Ukrzaliznytsia Executive Liudmyrskyi Does Not Link His Abduction To His Professional Activities,"" Ukrainian News Agency, March 27, 2017.","""National Police: Suspects In Abduction Of Ukrzaliznytsia Executive Liudmyrskyi Linked To Radical Islamist Groups,"" Ukrainian News Agency, March 27, 2017.","""Police free Ukrzaliznytsia official Liudmyrsky kidnapped 8 months ago, detain two abductors - interior minister,"" Ukraine General Newswire, March 27, 2017.",START Primary Collection,-9,-9,0,-9,
164950,201607200032,2016,7,20,,0,,214,Ukraine,9,Eastern Europe,Kiev,Kiev,50.4501,30.5234,1.0,0,,"07/20/2016: An explosive device attached to the vehicle of Olena Prytula, Ukrainska Pravda's founding editor, detonated in Kiev, Ukraine. Pavel Sheremet, a journalist and Prytula's boyfriend, was killed in the blast. No group claimed responsibility for the incident.",1,1,1,1.0,5.0,State Actors,0.0,1,0,1,Assassination,,,,,10,Journalists & Media,56.0,Other (including online news agencies),Ukrainska Pravda,Vehicle of Editor: Olena Prytula,214.0,Ukraine,10.0,Journalists & Media,56.0,Other (including online news agencies),Ukrainska Pravda,Journalist: Pavel Sheremet,35.0,Belarus,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that Pavel Sheremet was critical of Russian President Vladimir Putin.",0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,29.0,Sticky Bomb,,,,,,,,,,,,,"An explosive device consisting of a MON-50 antipersonnel mine, two magnets, and an electrical detonator and containing the equivalent of 400-600 grams of TNT was used in the attack.",1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Police were also investigating possible Russian involvement in the attack.,"""Revision: Journalist Sheremet killed by explosive device containing anti-personnel mine - Ukrainian police official,"" Interfax, February 8, 2017.","""Well-known Ukrainian journalist killed by group of assailants: top prosecutor,"" Xinhua General News Service, July 22, 2016.","""Belarussian journalist killed in Ukraine by bomb in girlfriend's car,"" UPI, July 20, 2016.",START Primary Collection,-9,-9,1,1,
165326,201607290049,2016,7,29,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Lukove,47.351321,37.931012,1.0,0,,"07/29/2016: Assailants attacked an Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM) convoy in Lukove, Donetsk, Ukraine. This was one of two related attacks on the convoy on this date. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,0.0,,,1.0,0,0,2,Armed Assault,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Convoy,422.0,International,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,2.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""OSCE Official Says Monitors Need 'Unfettered' Access In Ukraine,"" Radio Free Europe, August 1, 2016.",,,START Primary Collection,0,1,1,1,"201607290049, 201607290050"
165327,201607290050,2016,7,29,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Lukove,47.351321,37.931012,1.0,0,,"07/29/2016: Assailants attacked an Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM) convoy and abducted the occupants in Lukove, Donetsk, Ukraine. This was one of two related attacks on the convoy on this date. The hostages were released later the same day. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,0.0,,,1.0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",Organization for Security and Cooperation in Europe (OSCE): Special Monitoring Mission to Ukraine (SMM),Convoy,422.0,International,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,1.0,-99.0,0.0,-99.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,-99.0,,"""OSCE Official Says Monitors Need 'Unfettered' Access In Ukraine,"" Radio Free Europe, August 1, 2016.",,,START Primary Collection,0,1,1,1,"201607290049, 201607290050"
